position	chr	start	end	length	nick_coordinates
chr21:16879388-16884946	chr21	16879388	16884946	5558	16882390
chr21:17034152-17040255	chr21	17034152	17040255	6103	17037670
chr21:17090513-17096530	chr21	17090513	17096530	6017	17093945
chr21:17163639-17169032	chr21	17163639	17169032	5393	17166453
chr21:17271306-17277560	chr21	17271306	17277560	6254	17274978
chr21:17311822-17315042	chr21	17311822	17315042	3220	17312479
chr21:17327482-17333500	chr21	17327482	17333500	6018	17330924
chr21:17373448-17376030	chr21	17373448	17376030	2582	17375617
chr21:17376038-17381930	chr21	17376038	17381930	5892	17379476
chr21:17971630-17973387	chr21	17971630	17973387	1757	17971727
chr21:18464197-18467400	chr21	18464197	18467400	3203	18464834
chr21:19149495-19153216	chr21	19149495	19153216	3721	19150647
chr21:19294358-19295855	chr21	19294358	19295855	1497	19295740
chr21:19812587-19816709	chr21	19812587	19816709	4122	19814133
chr21:19961157-19961725	chr21	19961157	19961725	568	19961628
chr21:20435517-20439374	chr21	20435517	20439374	3857	20436811
chr21:20921779-20926204	chr21	20921779	20926204	4425	20925643
chr21:22493175-22499632	chr21	22493175	22499632	6457	22497054
chr21:22919614-22923853	chr21	22919614	22923853	4239	22921273
chr21:24554593-24560956	chr21	24554593	24560956	6363	24558390
chr21:25433895-25439626	chr21	25433895	25439626	5731	25437047
chr21:25918367-25924392	chr21	25918367	25924392	6025	25921799
chr21:27661157-27663617	chr21	27661157	27663617	2460	27661849
chr21:28558004-28561134	chr21	28558004	28561134	3130	28558541
chr21:30198455-30199708	chr21	30198455	30199708	1253	30198523
chr21:30727431-30730806	chr21	30727431	30730806	3375	30728240
chr21:32040727-32042354	chr21	32040727	32042354	1627	32041880
chr21:35787108-35788662	chr21	35787108	35788662	1554	35787892
chr21:36616544-36622673	chr21	36616544	36622673	6129	36620088
chr21:37109076-37115174	chr21	37109076	37115174	6098	37112615
chr21:40033161-40039180	chr21	40033161	40039180	6019	40036590
chr21:40109437-40115573	chr21	40109437	40115573	6136	40112990
chr21:40761819-40765115	chr21	40761819	40765115	3296	40762536
chr21:44560026-44563667	chr21	44560026	44563667	3641	44561406
chr21_KI270874v1_alt:16747-22140	chr21_KI270874v1_alt	16747	22140	5393	19561
chr21_KI270874v1_alt:127616-133861	chr21_KI270874v1_alt	127616	133861	6245	131288
chr22:10584715-10588271	chr22	10584715	10588271	3556	10585701
chr22:11134389-11136627	chr22	11134389	11136627	2238	11136315
chr22:11152821-11155845	chr22	11152821	11155845	3024	11153341
chr22:11288307-11294417	chr22	11288307	11294417	6110	11291827
chr22:11341432-11346064	chr22	11341432	11346064	4632	11344977
chr22:11800955-11806116	chr22	11800955	11806116	5161	11803578
chr22:11959381-11965528	chr22	11959381	11965528	6147	11962944
chr22:12042157-12044901	chr22	12042157	12044901	2744	12042312
chr22:12388849-12394988	chr22	12388849	12394988	6139	12392409
chr22:12497108-12499861	chr22	12497108	12499861	2753	12498073
chr22:12543079-12546030	chr22	12543079	12546030	2951	12543440
chr22:12546318-12550508	chr22	12546318	12550508	4190	12547904
chr22:12632374-12635557	chr22	12632374	12635557	3183	12632983
chr22:12699016-12703731	chr22	12699016	12703731	4715	12701156
chr22:12801330-12807455	chr22	12801330	12807455	6125	12804890
chr22:12873434-12879563	chr22	12873434	12879563	6129	12876975
chr22:15280559-15284543	chr22	15280559	15284543	3984	15281960
chr22:15302345-15304982	chr22	15302345	15304982	2637	15302400
chr22:15494338-15499694	chr22	15494338	15499694	5356	15497866
chr22:15618566-15621394	chr22	15618566	15621394	2828	15618806
chr22:16021017-16027044	chr22	16021017	16027044	6027	16024453
chr22:16166512-16169150	chr22	16166512	16169150	2638	16166569
chr22:16183718-16189738	chr22	16183718	16189738	6020	16187148
chr22:16235053-16241190	chr22	16235053	16241190	6137	16238611
chr22:16449338-16453360	chr22	16449338	16453360	4022	16450786
chr22:16496572-16498810	chr22	16496572	16498810	2238	16498498
chr22:16514632-16517656	chr22	16514632	16517656	3024	16515152
chr22:16660386-16665762	chr22	16660386	16665762	5376	16663924
chr22:16708485-16712750	chr22	16708485	16712750	4265	16710155
chr22:16767309-16772131	chr22	16767309	16772131	4822	16769533
chr22:16941609-16944248	chr22	16941609	16944248	2639	16941861
chr22:17024132-17030285	chr22	17024132	17030285	6153	17027699
chr22:17932084-17936587	chr22	17932084	17936587	4503	17934047
chr22:22187854-22193971	chr22	22187854	22193971	6117	22191387
chr22:22331689-22336920	chr22	22331689	22336920	5231	22334330
chr22:23662983-23669138	chr22	23662983	23669138	6155	23666544
chr22:24372099-24374785	chr22	24372099	24374785	2686	24372206
chr22:28035791-28039677	chr22	28035791	28039677	3886	28037091
chr22:28083531-28089677	chr22	28083531	28089677	6146	28087085
chr22:28163683-28169817	chr22	28163683	28169817	6134	28167247
chr22:28191323-28197439	chr22	28191323	28197439	6116	28194860
chr22:28209186-28215291	chr22	28209186	28215291	6105	28212703
chr22:28311878-28314615	chr22	28311878	28314615	2737	28313286
chr22:28528947-28535075	chr22	28528947	28535075	6128	28532481
chr22:28663283-28669315	chr22	28663283	28669315	6032	28666723
chr22:33172692-33177313	chr22	33172692	33177313	4621	33174906
chr22:34788709-34794838	chr22	34788709	34794838	6129	34792261
chr22:34816799-34822923	chr22	34816799	34822923	6124	34820352
chr22:35165680-35170019	chr22	35165680	35170019	4339	35169229
chr22:49742064-49744706	chr22	49742064	49744706	2642	49742099
chr22_KI270732v1_random:1733-7874	chr22_KI270732v1_random	1733	7874	6141	5291
chr22_KI270733v1_random:3419-6412	chr22_KI270733v1_random	3419	6412	2993	3844
chr22_KI270739v1_random:38402-42470	chr22_KI270739v1_random	38402	42470	4068	39916
chr2_GL383521v1_alt:20194-26249	chr2_GL383521v1_alt	20194	26249	6055	23636
chr2_GL383522v1_alt:36912-41022	chr2_GL383522v1_alt	36912	41022	4110	38422
chr2_GL383522v1_alt:51849-57994	chr2_GL383522v1_alt	51849	57994	6145	55409
chr2_KI270770v1_alt:75482-81507	chr2_KI270770v1_alt	75482	81507	6025	78919
chr2_KI270772v1_alt:46019-52106	chr2_KI270772v1_alt	46019	52106	6087	49558
chr2_KI270775v1_alt:133558-136978	chr2_KI270775v1_alt	133558	136978	3420	134393
chr3:761741-762812	chr3	761741	762812	1071	762013
chr3:809376-815406	chr3	809376	815406	6030	812813
chr3:1387560-1393571	chr3	1387560	1393571	6011	1390978
chr3:1477491-1483625	chr3	1477491	1483625	6134	1481038
chr3:1681677-1687794	chr3	1681677	1687794	6117	1685215
chr3:2255273-2256651	chr3	2255273	2256651	1378	2256365
chr3:3409456-3413493	chr3	3409456	3413493	4037	3410909
chr3:3480112-3482747	chr3	3480112	3482747	2635	3480157
chr3:3672795-3674542	chr3	3672795	3674542	1747	3673400
chr3:3719386-3725382	chr3	3719386	3725382	5996	3722812
chr3:3897140-3899108	chr3	3897140	3899108	1968	3898739
chr3:3909469-3914942	chr3	3909469	3914942	5473	3912357
chr3:3963076-3969110	chr3	3963076	3969110	6034	3966515
chr3:3996513-3997903	chr3	3996513	3997903	1390	3997543
chr3:4134003-4137634	chr3	4134003	4137634	3631	4135046
chr3:4174565-4180684	chr3	4174565	4180684	6119	4178115
chr3:4211801-4217510	chr3	4211801	4217510	5709	4214971
chr3:4253248-4259276	chr3	4253248	4259276	6028	4256690
chr3:4916534-4922591	chr3	4916534	4922591	6057	4919975
chr3:4965757-4971913	chr3	4965757	4971913	6156	4969326
chr3:5414662-5418907	chr3	5414662	5418907	4245	5416322
chr3:5512066-5513076	chr3	5512066	5513076	1010	5512401
chr3:5935700-5939837	chr3	5935700	5939837	4137	5937249
chr3:6340819-6346935	chr3	6340819	6346935	6116	6344371
chr3:7934187-7937896	chr3	7934187	7937896	3709	7937783
chr3:8062037-8064744	chr3	8062037	8064744	2707	8062153
chr3:8371834-8378046	chr3	8371834	8378046	6212	8375450
chr3:8611524-8617535	chr3	8611524	8617535	6011	8614935
chr3:8716076-8722097	chr3	8716076	8722097	6021	8719507
chr3:8921961-8928067	chr3	8921961	8928067	6106	8925485
chr3:9259855-9266384	chr3	9259855	9266384	6529	9263794
chr3:10538256-10540880	chr3	10538256	10540880	2624	10538300
chr3:10657509-10663246	chr3	10657509	10663246	5737	10660672
chr3:14070097-14076246	chr3	14070097	14076246	6149	14073652
chr3:15188651-15192702	chr3	15188651	15192702	4051	15190105
chr3:15192837-15195732	chr3	15192837	15195732	2895	15193172
chr3:16676612-16682750	chr3	16676612	16682750	6138	16680162
chr3:16778681-16781993	chr3	16778681	16781993	3312	16779410
chr3:17695218-17699552	chr3	17695218	17699552	4334	17696678
chr3:18516080-18520244	chr3	18516080	18520244	4164	18519521
chr3:18975949-18982086	chr3	18975949	18982086	6137	18979498
chr3:19350329-19355886	chr3	19350329	19355886	5557	19353307
chr3:19498993-19503936	chr3	19498993	19503936	4943	19501350
chr3:19581801-19585299	chr3	19581801	19585299	3498	19582718
chr3:19626059-19627263	chr3	19626059	19627263	1204	19627110
chr3:19778129-19780901	chr3	19778129	19780901	2772	19778311
chr3:19787986-19788976	chr3	19787986	19788976	990	19788754
chr3:19855048-19861075	chr3	19855048	19861075	6027	19858488
chr3:21124547-21129868	chr3	21124547	21129868	5321	21128449
chr3:21812230-21818339	chr3	21812230	21818339	6109	21815754
chr3:22053195-22056308	chr3	22053195	22056308	3113	22053695
chr3:22082078-22086635	chr3	22082078	22086635	4557	22085650
chr3:22137195-22139778	chr3	22137195	22139778	2583	22137245
chr3:22179701-22180833	chr3	22179701	22180833	1132	22180359
chr3:22446497-22447752	chr3	22446497	22447752	1255	22446986
chr3:22687546-22690181	chr3	22687546	22690181	2635	22687593
chr3:22707793-22713077	chr3	22707793	22713077	5284	22710469
chr3:22801378-22807403	chr3	22801378	22807403	6025	22804817
chr3:22827076-22832406	chr3	22827076	22832406	5330	22829904
chr3:23266649-23269368	chr3	23266649	23269368	2719	23267629
chr3:23349243-23355385	chr3	23349243	23355385	6142	23352808
chr3:24203521-24209830	chr3	24203521	24209830	6309	24207069
chr3:24280189-24285593	chr3	24280189	24285593	5404	24283007
chr3:24566789-24572947	chr3	24566789	24572947	6158	24570314
chr3:25328558-25334693	chr3	25328558	25334693	6135	25332099
chr3:26494216-26497830	chr3	26494216	26497830	3614	26495242
chr3:26783096-26789130	chr3	26783096	26789130	6034	26786537
chr3:26875517-26881396	chr3	26875517	26881396	5879	26879431
chr3:26881365-26886762	chr3	26881365	26886762	5397	26884924
chr3:26944101-26949001	chr3	26944101	26949001	4900	26946427
chr3:26991547-26995650	chr3	26991547	26995650	4103	26993050
chr3:28059242-28064514	chr3	28059242	28064514	5272	28062675
chr3:28182518-28183932	chr3	28182518	28183932	1414	28183269
chr3:28354166-28357018	chr3	28354166	28357018	2852	28354427
chr3:28417068-28420085	chr3	28417068	28420085	3017	28417439
chr3:28620773-28623247	chr3	28620773	28623247	2474	28622157
chr3:28960044-28962877	chr3	28960044	28962877	2833	28960291
chr3:29670285-29676431	chr3	29670285	29676431	6146	29673827
chr3:29993917-29999918	chr3	29993917	29999918	6001	29997342
chr3:30050741-30056276	chr3	30050741	30056276	5535	30053684
chr3:30412411-30414283	chr3	30412411	30414283	1872	30412678
chr3:30428649-30433628	chr3	30428649	30433628	4979	30431038
chr3:32010453-32016606	chr3	32010453	32016606	6153	32014019
chr3:32263087-32268603	chr3	32263087	32268603	5516	32266028
chr3:33671454-33677714	chr3	33671454	33677714	6260	33675011
chr3:34094086-34100217	chr3	34094086	34100217	6131	34097636
chr3:34654022-34656689	chr3	34654022	34656689	2667	34655272
chr3:34733664-34737951	chr3	34733664	34737951	4287	34735434
chr3:34763710-34769236	chr3	34763710	34769236	5526	34766645
chr3:34904159-34910234	chr3	34904159	34910234	6075	34907681
chr3:35103912-35109933	chr3	35103912	35109933	6021	35107351
chr3:35225817-35231938	chr3	35225817	35231938	6121	35229372
chr3:35456550-35458296	chr3	35456550	35458296	1746	35458002
chr3:35610446-35614582	chr3	35610446	35614582	4136	35611991
chr3:36082744-36088885	chr3	36082744	36088885	6141	36086296
chr3:36320973-36327093	chr3	36320973	36327093	6120	36324523
chr3:37840629-37844355	chr3	37840629	37844355	3726	37841805
chr3:38405400-38411538	chr3	38405400	38411538	6138	38408960
chr3:38932236-38938393	chr3	38932236	38938393	6157	38935794
chr3:39304219-39309843	chr3	39304219	39309843	5624	39308127
chr3:39361499-39365600	chr3	39361499	39365600	4101	39365398
chr3:39953562-39959686	chr3	39953562	39959686	6124	39957103
chr3:39973046-39977052	chr3	39973046	39977052	4006	39974475
chr3:39994053-40000178	chr3	39994053	40000178	6125	39997608
chr3:40032551-40035230	chr3	40032551	40035230	2679	40032645
chr3:40133895-40137692	chr3	40133895	40137692	3797	40137458
chr3:40271390-40277506	chr3	40271390	40277506	6116	40274919
chr3:41279782-41283806	chr3	41279782	41283806	4024	41281226
chr3:41370356-41376413	chr3	41370356	41376413	6057	41374211
chr3:41423577-41429916	chr3	41423577	41429916	6339	41427337
chr3:41492403-41495901	chr3	41492403	41495901	3498	41494003
chr3:41616351-41622775	chr3	41616351	41622775	6424	41620187
chr3:41772040-41775225	chr3	41772040	41775225	3185	41772644
chr3:41824182-41830304	chr3	41824182	41830304	6122	41827723
chr3:42239085-42244648	chr3	42239085	42244648	5563	42242060
chr3:43064774-43070790	chr3	43064774	43070790	6016	43068206
chr3:43565822-43571847	chr3	43565822	43571847	6025	43569260
chr3:43591620-43597774	chr3	43591620	43597774	6154	43595187
chr3:43660973-43665534	chr3	43660973	43665534	4561	43662966
chr3:43678954-43685094	chr3	43678954	43685094	6140	43682504
chr3:46148347-46152980	chr3	46148347	46152980	4633	46150199
chr3:46273084-46276066	chr3	46273084	46276066	2982	46273486
chr3:46790519-46796072	chr3	46790519	46796072	5553	46793496
chr3:51199048-51205178	chr3	51199048	51205178	6130	51202592
chr3:51264859-51267373	chr3	51264859	51267373	2514	51265275
chr3:51455920-51462098	chr3	51455920	51462098	6178	51459481
chr3:51647858-51653935	chr3	51647858	51653935	6077	51651360
chr3:54284955-54291072	chr3	54284955	54291072	6117	54288496
chr3:54468128-54474552	chr3	54468128	54474552	6424	54471971
chr3:54723840-54727918	chr3	54723840	54727918	4078	54725337
chr3:54802615-54808221	chr3	54802615	54808221	5606	54805626
chr3:55136329-55142351	chr3	55136329	55142351	6022	55139761
chr3:55209131-55215269	chr3	55209131	55215269	6138	55212682
chr3:55388739-55394829	chr3	55388739	55394829	6090	55392254
chr3:55831626-55837762	chr3	55831626	55837762	6136	55835176
chr3:56213069-56219149	chr3	56213069	56219149	6080	56216567
chr3:56945132-56951290	chr3	56945132	56951290	6158	56948703
chr3:57324583-57330726	chr3	57324583	57330726	6143	57328135
chr3:57476938-57483084	chr3	57476938	57483084	6146	57480495
chr3:57606881-57612402	chr3	57606881	57612402	5521	57609808
chr3:58806577-58812715	chr3	58806577	58812715	6138	58810127
chr3:58816278-58821556	chr3	58816278	58821556	5278	58819716
chr3:58842154-58848179	chr3	58842154	58848179	6025	58845587
chr3:58852277-58856002	chr3	58852277	58856002	3725	58853408
chr3:58930787-58936933	chr3	58930787	58936933	6146	58934346
chr3:58980264-58982870	chr3	58980264	58982870	2606	58980279
chr3:59031895-59038291	chr3	59031895	59038291	6396	59035770
chr3:59395156-59400281	chr3	59395156	59400281	5125	59398709
chr3:59493059-59494195	chr3	59493059	59494195	1136	59493214
chr3:59613855-59619953	chr3	59613855	59619953	6098	59617380
chr3:60481111-60485781	chr3	60481111	60485781	4670	60483253
chr3:60710285-60715325	chr3	60710285	60715325	5040	60713857
chr3:60928577-60931373	chr3	60928577	60931373	2796	60928789
chr3:61021624-61024015	chr3	61021624	61024015	2391	61022418
chr3:61042988-61049130	chr3	61042988	61049130	6142	61046565
chr3:61187325-61191091	chr3	61187325	61191091	3766	61188506
chr3:61211021-61217154	chr3	61211021	61217154	6133	61214581
chr3:61365015-61367591	chr3	61365015	61367591	2576	61365861
chr3:61395099-61399415	chr3	61395099	61399415	4316	61396831
chr3:63136268-63142301	chr3	63136268	63142301	6033	63139709
chr3:63153078-63155842	chr3	63153078	63155842	2764	63153250
chr3:63255612-63260977	chr3	63255612	63260977	5365	63259146
chr3:63645170-63651336	chr3	63645170	63651336	6166	63648744
chr3:63695497-63700382	chr3	63695497	63700382	4885	63697813
chr3:63733312-63739364	chr3	63733312	63739364	6052	63736749
chr3:64475793-64481959	chr3	64475793	64481959	6166	64479371
chr3:64978922-64982753	chr3	64978922	64982753	3831	64980158
chr3:65054359-65059879	chr3	65054359	65059879	5520	65057291
chr3:65119888-65126215	chr3	65119888	65126215	6327	65123625
chr3:65509292-65515316	chr3	65509292	65515316	6024	65512730
chr3:65696871-65699890	chr3	65696871	65699890	3019	65697298
chr3:66842801-66848943	chr3	66842801	66848943	6142	66846358
chr3:66892730-66897722	chr3	66892730	66897722	4992	66896559
chr3:66916843-66919927	chr3	66916843	66919927	3084	66917322
chr3:67147643-67153797	chr3	67147643	67153797	6154	67151211
chr3:67153986-67160430	chr3	67153986	67160430	6444	67157845
chr3:67279471-67282409	chr3	67279471	67282409	2938	67279829
chr3:67393029-67399181	chr3	67393029	67399181	6152	67396596
chr3:67427514-67431440	chr3	67427514	67431440	3926	67431026
chr3:67438040-67441379	chr3	67438040	67441379	3339	67438811
chr3:67947816-67953946	chr3	67947816	67953946	6130	67951365
chr3:68810218-68816325	chr3	68810218	68816325	6107	68813740
chr3:69344860-69350993	chr3	69344860	69350993	6133	69348408
chr3:70660176-70662827	chr3	70660176	70662827	2651	70660253
chr3:70688940-70689285	chr3	70688940	70689285	345	70689093
chr3:71665586-71666655	chr3	71665586	71666655	1069	71666518
chr3:74688037-74690946	chr3	74688037	74690946	2909	74688357
chr3:76214334-76220340	chr3	76214334	76220340	6006	76217736
chr3:76394662-76398488	chr3	76394662	76398488	3826	76395896
chr3:76749824-76752447	chr3	76749824	76752447	2623	76749871
chr3:77756444-77762685	chr3	77756444	77762685	6241	77760111
chr3:78487036-78493167	chr3	78487036	78493167	6131	78490575
chr3:78675184-78681346	chr3	78675184	78681346	6162	78678749
chr3:79623165-79626165	chr3	79623165	79626165	3000	79625782
chr3:79685745-79688378	chr3	79685745	79688378	2633	79685795
chr3:80596049-80599727	chr3	80596049	80599727	3678	80597150
chr3:80709137-80713680	chr3	80709137	80713680	4543	80713003
chr3:81878123-81884278	chr3	81878123	81884278	6155	81881687
chr3:82399772-82403496	chr3	82399772	82403496	3724	82400879
chr3:82843246-82846815	chr3	82843246	82846815	3569	82844227
chr3:83639711-83641735	chr3	83639711	83641735	2024	83640434
chr3:83702489-83703130	chr3	83702489	83703130	641	83702795
chr3:84009636-84013755	chr3	84009636	84013755	4119	84011174
chr3:84086862-84091281	chr3	84086862	84091281	4419	84090168
chr3:84760708-84767154	chr3	84760708	84767154	6446	84764592
chr3:84884977-84891143	chr3	84884977	84891143	6166	84888557
chr3:85153071-85158885	chr3	85153071	85158885	5814	85156549
chr3:85289930-85295940	chr3	85289930	85295940	6010	85293362
chr3:85943813-85947235	chr3	85943813	85947235	3422	85945352
chr3:86019895-86020992	chr3	86019895	86020992	1097	86020411
chr3:86039081-86045220	chr3	86039081	86045220	6139	86042653
chr3:86092963-86099092	chr3	86092963	86099092	6129	86096517
chr3:86297030-86303174	chr3	86297030	86303174	6144	86300592
chr3:86583531-86585426	chr3	86583531	86585426	1895	86584552
chr3:87017114-87023232	chr3	87017114	87023232	6118	87020642
chr3:87402877-87407308	chr3	87402877	87407308	4431	87404734
chr3:87882878-87888478	chr3	87882878	87888478	5600	87885914
chr3:87932615-87933806	chr3	87932615	87933806	1191	87932777
chr3:88097376-88100968	chr3	88097376	88100968	3592	88098405
chr3:88181952-88188095	chr3	88181952	88188095	6143	88185517
chr3:88557632-88560226	chr3	88557632	88560226	2594	88559735
chr3:88746909-88753147	chr3	88746909	88753147	6238	88750473
chr3:88869833-88875863	chr3	88869833	88875863	6030	88873271
chr3:88891404-88894215	chr3	88891404	88894215	2811	88891652
chr3:89070582-89071335	chr3	89070582	89071335	753	89070763
chr3:89073986-89078067	chr3	89073986	89078067	4081	89075511
chr3:89747613-89753632	chr3	89747613	89753632	6019	89751050
chr3:89755774-89756059	chr3	89755774	89756059	285	89755992
chr3:89831715-89837875	chr3	89831715	89837875	6160	89835283
chr3:89885556-89888508	chr3	89885556	89888508	2952	89885923
chr3:89957833-89963855	chr3	89957833	89963855	6022	89961262
chr3:89995974-90002110	chr3	89995974	90002110	6136	89999532
chr3:90334081-90340103	chr3	90334081	90340103	6022	90337511
chr3:90372520-90376973	chr3	90372520	90376973	4453	90374385
chr3:90419722-90421535	chr3	90419722	90421535	1813	90420472
chr3:90624582-90626883	chr3	90624582	90626883	2301	90625751
chr3:91291218-91297271	chr3	91291218	91297271	6053	91294692
chr3:93749362-93750946	chr3	93749362	93750946	1584	93749877
chr3:93766941-93772994	chr3	93766941	93772994	6053	93770377
chr3:93832881-93838408	chr3	93832881	93838408	5527	93835817
chr3:94551665-94553847	chr3	94551665	94553847	2182	94552014
chr3:94630628-94636779	chr3	94630628	94636779	6151	94634207
chr3:94745469-94751496	chr3	94745469	94751496	6027	94748905
chr3:94838259-94842079	chr3	94838259	94842079	3820	94839491
chr3:94846027-94852063	chr3	94846027	94852063	6036	94849446
chr3:95645053-95651229	chr3	95645053	95651229	6176	95648638
chr3:95776853-95780760	chr3	95776853	95780760	3907	95778202
chr3:95804176-95805987	chr3	95804176	95805987	1811	95805055
chr3:95860387-95866536	chr3	95860387	95866536	6149	95863948
chr3:95874384-95877255	chr3	95874384	95877255	2871	95875153
chr3:95988831-95991840	chr3	95988831	95991840	3009	95989249
chr3:96378127-96379139	chr3	96378127	96379139	1012	96378653
chr3:96529063-96533173	chr3	96529063	96533173	4110	96530577
chr3:97330578-97332552	chr3	97330578	97332552	1974	97331831
chr3:97641427-97645082	chr3	97641427	97645082	3655	97644862
chr3:98174083-98180245	chr3	98174083	98180245	6162	98177657
chr3:98406586-98412727	chr3	98406586	98412727	6141	98410149
chr3:98681987-98688011	chr3	98681987	98688011	6024	98685430
chr3:98858830-98864866	chr3	98858830	98864866	6036	98862293
chr3:99034788-99040932	chr3	99034788	99040932	6144	99038348
chr3:99301785-99306654	chr3	99301785	99306654	4869	99304083
chr3:99450736-99456202	chr3	99450736	99456202	5466	99453599
chr3:99589036-99594989	chr3	99589036	99594989	5953	99592437
chr3:100509607-100515641	chr3	100509607	100515641	6034	100513049
chr3:100619155-100620604	chr3	100619155	100620604	1449	100619982
chr3:101108330-101114476	chr3	101108330	101114476	6146	101111891
chr3:101448642-101453885	chr3	101448642	101453885	5243	101451290
chr3:101735395-101739625	chr3	101735395	101739625	4230	101739244
chr3:102008204-102014355	chr3	102008204	102014355	6151	102011756
chr3:102039923-102046053	chr3	102039923	102046053	6130	102043485
chr3:102823113-102826187	chr3	102823113	102826187	3074	102823612
chr3:103220448-103226476	chr3	103220448	103226476	6028	103223883
chr3:103234262-103237339	chr3	103234262	103237339	3077	103234747
chr3:104121308-104122084	chr3	104121308	104122084	776	104121346
chr3:105296223-105302219	chr3	105296223	105302219	5996	105299659
chr3:105309055-105310189	chr3	105309055	105310189	1134	105309849
chr3:105589635-105592187	chr3	105589635	105592187	2552	105591863
chr3:105994496-105996220	chr3	105994496	105996220	1724	105994529
chr3:106665293-106671324	chr3	106665293	106671324	6031	106668735
chr3:106855037-106859237	chr3	106855037	106859237	4200	106856646
chr3:106950127-106952741	chr3	106950127	106952741	2614	106950157
chr3:106975444-106981476	chr3	106975444	106981476	6032	106978885
chr3:107039637-107041847	chr3	107039637	107041847	2210	107040012
chr3:107144092-107150246	chr3	107144092	107150246	6154	107147657
chr3:107158126-107162441	chr3	107158126	107162441	4315	107159841
chr3:107333744-107339866	chr3	107333744	107339866	6122	107337277
chr3:107470052-107476506	chr3	107470052	107476506	6454	107473942
chr3:108257680-108263696	chr3	108257680	108263696	6016	108261114
chr3:108349067-108349649	chr3	108349067	108349649	582	108349568
chr3:108371447-108375491	chr3	108371447	108375491	4044	108372902
chr3:108655511-108661648	chr3	108655511	108661648	6137	108659066
chr3:108749400-108755425	chr3	108749400	108755425	6025	108752833
chr3:109199872-109205903	chr3	109199872	109205903	6031	109203311
chr3:109236261-109238257	chr3	109236261	109238257	1996	109237923
chr3:109524153-109527502	chr3	109524153	109527502	3349	109524911
chr3:109647588-109653403	chr3	109647588	109653403	5815	109651477
chr3:109664743-109670946	chr3	109664743	109670946	6203	109668321
chr3:109759895-109765286	chr3	109759895	109765286	5391	109762718
chr3:109795205-109800906	chr3	109795205	109800906	5701	109798334
chr3:110009316-110013823	chr3	110009316	110013823	4507	110011237
chr3:110203969-110205025	chr3	110203969	110205025	1056	110204757
chr3:110440086-110446113	chr3	110440086	110446113	6027	110443524
chr3:110671439-110677515	chr3	110671439	110677515	6076	110675150
chr3:110998305-111004748	chr3	110998305	111004748	6443	111002171
chr3:111018716-111024745	chr3	111018716	111024745	6029	111022156
chr3:111380691-111385381	chr3	111380691	111385381	4690	111382796
chr3:112211221-112217359	chr3	112211221	112217359	6138	112214783
chr3:112724116-112730267	chr3	112724116	112730267	6151	112727684
chr3:112911600-112915811	chr3	112911600	112915811	4211	112913223
chr3:113366591-113372740	chr3	113366591	113372740	6149	113370154
chr3:113471798-113477946	chr3	113471798	113477946	6148	113475358
chr3:114276891-114282906	chr3	114276891	114282906	6015	114280321
chr3:115747662-115750528	chr3	115747662	115750528	2866	115747956
chr3:115753795-115757014	chr3	115753795	115757014	3219	115754467
chr3:116359999-116366026	chr3	116359999	116366026	6027	116363435
chr3:116455196-116461295	chr3	116455196	116461295	6099	116458751
chr3:116744833-116748998	chr3	116744833	116748998	4165	116746415
chr3:117207145-117211104	chr3	117207145	117211104	3959	117208516
chr3:117777980-117784141	chr3	117777980	117784141	6161	117781551
chr3:118458194-118462868	chr3	118458194	118462868	4674	118460277
chr3:118516737-118522906	chr3	118516737	118522906	6169	118520327
chr3:118914243-118920271	chr3	118914243	118920271	6028	118917681
chr3:119045132-119051153	chr3	119045132	119051153	6021	119048571
chr3:119055352-119059134	chr3	119055352	119059134	3782	119056546
chr3:119164449-119170639	chr3	119164449	119170639	6190	119168052
chr3:119843597-119847303	chr3	119843597	119847303	3706	119844735
chr3:120003776-120009853	chr3	120003776	120009853	6077	120007334
chr3:120573021-120579186	chr3	120573021	120579186	6165	120576584
chr3:120580772-120584654	chr3	120580772	120584654	3882	120582063
chr3:120722643-120725954	chr3	120722643	120725954	3311	120723372
chr3:120957644-120960919	chr3	120957644	120960919	3275	120958332
chr3:121050371-121054749	chr3	121050371	121054749	4378	121052155
chr3:121264471-121268564	chr3	121264471	121268564	4093	121266052
chr3:121452690-121458395	chr3	121452690	121458395	5705	121455808
chr3:121810984-121817438	chr3	121810984	121817438	6454	121814834
chr3:122209249-122209357	chr3	122209249	122209357	108	122209302
chr3:122445379-122447869	chr3	122445379	122447869	2490	122447094
chr3:122655040-122657786	chr3	122655040	122657786	2746	122655247
chr3:122732871-122739022	chr3	122732871	122739022	6151	122736444
chr3:125849810-125855962	chr3	125849810	125855962	6152	125853383
chr3:125936638-125942696	chr3	125936638	125942696	6058	125940078
chr3:126331604-126337586	chr3	126331604	126337586	5982	126334997
chr3:126382388-126385065	chr3	126382388	126385065	2677	126382474
chr3:127514564-127517713	chr3	127514564	127517713	3149	127515126
chr3:130628808-130634065	chr3	130628808	130634065	5257	130631473
chr3:130806738-130810813	chr3	130806738	130810813	4075	130808225
chr3:131331467-131337625	chr3	131331467	131337625	6158	131335043
chr3:131407997-131410988	chr3	131407997	131410988	2991	131408398
chr3:132099871-132104821	chr3	132099871	132104821	4950	132102238
chr3:132122335-132123690	chr3	132122335	132123690	1355	132122636
chr3:132136909-132141753	chr3	132136909	132141753	4844	132140305
